款号,产品名称,小名,在库库存,采购在途
9SS2309121,小香菱格开衫,小香菱格开衫,1,0
9SS2309183,连帽单元宝休闲上衣,一日闲适,68,0
9SS231751,连袖一字领上衣,连袖一字领上衣,3,0
9SS232095,短袖小香,短袖小香,7,0
MD09DF019,圆领丝羊绒珠片针织开衫,小松膏,20,0
MD28DC003,针织短袖polo衫,格林衫,522,191
MD56DF002,半高领针织打底衫,六色打底,120,0
ME06DC001,抽绳短裤,印加,28,0
ME21DF021,圆领皮草外套,琉璃之境,6,0
9AW221579,V家长款小香,V家长款小香,0,0
9AW220950,针织小香连帽套衫,针织小香连帽套衫,2,0
9AW221530,LP棒球服绗棉外套,LP棒球服绗棉外套,3,0
9SS2306040,直筒短裤,直筒短裤,7,0
9SS2409132,撞边醋酸棉针织T恤,撞边醋酸棉针织T恤,1,0
9SS2410035,polo领t恤,polo领t恤,1,0
MD09DF033,撞边圆领针织开衫,雪花酥,15,0
MD09DF091,圆领毛绒针织套衫,邮票衫,170,0
ME05DF077,凸嘴裤,凸嘴裤,20,0
ME10DF036,长袖字母T恤,字母T,25,0
ME11DC135,珍珠缎勺领背心,小风扇,32,130
ME11DV059,弧线吊带,弧线吊带,12,0
ME14DF080,鱼子酱大衣,鱼子酱,37,0
ME25DF024,法兰绒双褶直筒裤,吐司裤,79,0
9AW2301008,双贴袋平驳领金扣西装,双贴袋平驳领金扣西装,0,0
9SS2309216,针织肌理短袖套衫,针织肌理短袖套衫,0,0
9SS2311009,链条装饰吊带,链条装饰吊带,0,0
9SS2417023,假两件条纹衬衫,假两件条纹衬衫,0,0
9AW220941,针织半开襟翻领套衫,针织半开襟翻领套衫,3,0
9SS2307039,网纱半裙,网纱半裙,5,0
MD09DC068,进口亚麻撞色短袖针织衫,进口亚麻撞色短袖针织衫,143,0
ME05FV033,条纹折脚边中长短西裤,切斯特,10,0
ME58DF010,泰迪中长大衣,帕丁顿熊,249,0
9SS222023,流光亮片超短款小香外套,流光亮片超短款小香外套,0,0
9SS2420033,圆领双贴袋小香外套,圆领双贴袋小香外套,1,0
9AW2309107,渐变条纹针织背心,渐变条纹针织背心,8,0
MD09DC027,勺领针织套衫,清风衫,356,0
MD10DW013,元气羊毛长袖T恤,元气T,139,0
ME04DF021,撞色超柔马甲,松雾林,51,0
ME05DC162,抽绳八分裤,珍珠裤,117,0
ME14DW040,翻领中长大衣,机场大衣,70,0
ME18FV003,通勤双排扣短款西装领风衣,饼干风衣,236,0
ME24DW005,羊绒蛋白瑜伽裤,羊绒蛋白瑜伽裤,7,0
92211121,蝙蝠袖修身连衣裙,蝙蝠袖修身连衣裙,31,0
9AW211452,阿尔巴卡斜插袋大衣,阿尔巴卡斜插袋大衣,11,0
9AW2309124,微阔慵懒风套衫,微阔慵懒风套衫,22,0
9SS220849,小立领绣花A摆连衣裙,小立领绣花A摆连衣裙,7,0
9SS2309039,U领螺纹修身背心,U领螺纹修身背心,2,0
ME05DW043,双面尼七分裤,柏林大衣,49,0
ME07DF045,花苞半裙,花朵裙,93,0
ME07DW076,里外双穿半身裙,乌云套,60,0
9AW220779,V家链条半裙（短）,V家链条半裙（短）,0,0
9SS2315007,泼墨蕾丝拼接面料短款外套,泼墨蕾丝拼接面料短款外套,0,0
ME14BW005,水洗皮领短大衣,水洗皮领短大衣,110,0
9AW211775,立领休闲衬衫,立领休闲衬衫,2,0
9AW2309039,羊毛半袖针织半裙,羊毛半袖针织半裙,7,0
9AW2309054,2根织造羊毛套头衫,2根织造羊毛套头衫,2,0
9SS211720,无袖落肩背心衬衫,无袖落肩背心衬衫,16,0
9SS2420052,长款四袋小香外套,长款四袋小香外套,2,0
MD11DC048,勺领针织背心,清风衫,360,0
MD21DF036,珍珠白貂外套,千金裘,3,0
ME05DC085,松紧腰直筒裤,心智套,96,0
ME06DV014,西装短裤,春夏曼哈顿,82,0
ME11FC014,蕾丝吊带,马提尼,11,1923
ME13DW029,短款羽绒服,奶皮羽绒,123,0
ME21DW005,小立领皮草外套,宝嘉美,8,0
ME32DF027,翻领带葱开衫,翻领带葱开衫,8,0
9AW221344,长款压皱肌理羽绒服,长款压皱肌理羽绒服,0,0
9AW2305014,9分双面呢阔腿裤,岛屿森林,15,0
9SS230129,L家三贴袋西服,L家三贴袋西服,1,0
ME05DV069,砂洗丝锦绸奶奶裤,干丝套装,74,0
ME15FV016,牛仔外套(水洗产品),蓝调诗人,129,0
ME25DC003,醋酸小锥裤,小锥裤,220,0
ME77FV006,九分修身牛仔裤(水洗产品),薯条牛仔,328,0
92232105,弹力打底裤,弹力打底裤,66,0
9AW2209251,针织开叉一步长裙,针织开叉一步长裙,0,0
9SS221962,拼色围脖,拼色围脖,1,0
9AW220916,针织天鹅绒小香长裤,针织天鹅绒小香长裤,5,0
9SS200638,经典多色西裤,经典多色西裤,2,0
9SS2309189,半透明打底衫,半透明打底衫,2,0
9SS2409004,雪尼尔彩色结子小香,雪尼尔彩色结子小香,3,0
ME10DC005,透透长袖T,透透衫,16,0
ME20DF028,粉色V领小香外套,莓莓慕斯,1,0
9SS2309202,针织翻领相条开衫,针织翻领相条开衫,0,0
9SS2415022,七分袖A摆短外套,七分袖A摆短外套,0,0
MD19DF027,狮子挂件,小狮子,0,0
9SS2308053,真丝双绉黑白印花蛋糕长裙,真丝双绉黑白印花蛋糕长裙,2,0
ME15DF040,连帽开衫外套,香蕉套,160,0
92211107,荷叶摆修身连衣裙,荷叶摆修身连衣裙,22,0
9AW2314003,青果领大口袋双面呢大衣,青果领大口袋双面呢大衣,0,0
9SS2304029,西装领小香马甲,西装领小香马甲,0,0
9AW2401033,装饰感西装,"""描边""大衣",68,0
9SS2308106,条纹拼接连衣裙,条纹拼接连衣裙,5,0
9SS2310009,长袖合体T恤,长袖合体T恤,3,0
9SS2310022,撞色钩花罗纹T恤,撞色钩花罗纹T恤,6,0
9SS2415133,刺绣立领外套,刺绣立领外套,0,0
9SS2477045,毛边炒盐牛仔裤(水洗产品),毛边炒盐牛仔裤(水洗产品),5,0
MD09DC067,进口亚麻条纹针织衫,进口亚麻条纹针织衫,719,0
ME05DV037,“散步装”三件套 空气裤,散步装,238,0
9AW2209280,针织直筒长裤,针织直筒长裤,0,0
9SS2309049,针织小香开衫,针织小香开衫,0,0
9AW210620,后腰橡筋直筒裤,后腰橡筋直筒裤,2,0
9AW211531,丝绒撞色织带出芽外套,丝绒撞色织带出芽外套,6,0
9SS220641,后橡筋腰小脚裤,后橡筋腰小脚裤,40,0
9SS2377065,Marius斯隆系列 阔腿喇叭裤,Marius斯隆系列 阔腿喇叭裤,12,0
MD09DF118,丝绒花纱宽松针织套衫,芝麻糊,89,0
ME01DF045,窄领双排扣西装,大都会,141,0
ME05FC027,显瘦阔腿凉感休闲九分裤,小冰岛,0,330
ME06DV008,直筒微A裤,直筒微A裤,132,0
ME10DV030,醋酸短袖T恤,王子套,282,0
9AW222064,苏力拼接链条小香,苏力拼接链条小香,0,0
9SS2308061,丝毛纯色连衣裙,丝毛纯色连衣裙,0,0
9SS2420049,短袖小香外套,短袖小香外套,0,0
ME05BW076,西服微喇裤,西服微喇裤,183,0
9AW220513,高腰微弹休闲裤,高腰微弹休闲裤,20,0
9AW220905,针织珠片V领开衫,针织珠片V领开衫,3,0
9AW2314051,M家经典长款大衣,102荣耀,5,0
9SS220756,水溶蕾丝new look半裙,水溶蕾丝new look半裙,1,0
MD09DF123,羊绒拉毛v领针织开衫,玉兔,10,0
ME04DC005,亚麻马甲,流浪诗人,194,144
ME05DC026,花苞裤,流浪诗人,183,98
ME10DC091,宽松落肩T恤,宽松落肩T恤,216,0
ME15DC006,蝙蝠袖外套,蝙蝠外套,51,0
ME16DF024,森呼吸猎装夹克 皮版,森呼吸皮衣,45,0
ME16DF026,翻领外套,黑武士,14,0
ME21DW005,小立领皮草外套,宝嘉美,8,0
9SS2309127,相条撞领套头,相条撞领套头,0,0
9AW211434,斗篷双面尼大衣,斗篷双面尼大衣,19,0
9AW2209234,无缝基础自由领套衫,无缝基础自由领套衫,0,0
9SS220882,圆领短袖连衣裙,圆领短袖连衣裙,2,0
9SS221052,U领撞色坦克背心,U领撞色坦克背心,8,0
9SS2405157,阔腿烫钻牛仔裤,阔腿烫钻牛仔裤,1,0
MD09DF112,纯羊绒高领针织套衫,纯羊绒高领针织套衫,238,0
MD09DF134,花式珠片镂空挑洞开衫,燕麦衫,77,0
ME07DW074,百褶伞裙,安妮半裙,95,0
ME09DW002,夹花羊绒帽,夹花羊绒帽,197,0
ME14DW013,翻领长大衣,机场大衣,74,0
ME77DF022,毛边牛仔裤(水洗产品),漫步者,1,0
9SS230827,低腰拼接短袖连衣裙,低腰拼接短袖连衣裙,0,0
9AW2309166,珠片空格针织开衫,珠片空格针织开衫,6,0
9AW2321010,割绒貂绒长皮草,割绒貂绒长皮草,4,0
9SS2309217,针织坑条开衫,针织坑条开衫,1,0
MD09DV138,四袋小香针织开衫,莱姆,20,0
ME05DW014,灯笼裤,灯笼裤,79,0
ME14DF071,一粒扣短大衣,一粒扣短大衣,93,0
ME14DW064,101经典短款大衣（顺毛呢版）,101传承,48,0
ME34DC010,斜肩上衣,清冷套,70,152
9AW2205132,腰头绗线微喇长牛仔裤,腰头绗线微喇长牛仔裤,0,0
9AW2319006,金扣皮带,金扣皮带,4,0
9AW2321012,立领长皮草,立领长皮草,0,0
9SS220829,激光切割花瓣边连衣裙,激光切割花瓣边连衣裙,0,0
ME08FC021,印花挂脖连衣裙,印花挂脖连衣裙,0,50
9AW201319,一手长连帽LP羽绒服,一手长连帽LP羽绒服,2,0
9AW210739,基本款牛仔单裙,基本款牛仔单裙,2,0
9AW221532,棒球服铺棉外套,棒球服铺棉外套,5,0
9AW2305090,灯芯绒九分直筒裤,灯芯绒九分直筒裤,5,0
ME05DW014,灯笼裤,灯笼裤,79,0
ME08DF022,卫衣式针织羊毛连衣裙,卫衣式针织羊毛连衣裙,129,0
ME09DW010,流苏圆领落肩针织套头衫,游牧针织,137,0
ME14DW054,立领单排扣大衣,考拉大衣,326,0
9AW201327,拼色皮草一手长羽绒,拼色皮草一手长羽绒,0,0
9AW2309019,羊毛流苏大斗篷,羊毛流苏大斗篷,0,0
9AW2319023,千鸟格围巾,千鸟格围巾,5,0
9AW2319040,银葱小香芭蕾舞鞋,银葱小香芭蕾舞鞋,2,0
9SS2305010,羊毛中腰修身小脚西裤,羊毛中腰修身小脚西裤,7,0
9SS230675,小A基础短裤,小A基础短裤,3,0
9SS2309108,针织拉链开衫,针织拉链开衫,28,0
9SS2410017,圆领廓形半袖,笑脸T,69,0
9SS2416003,麂皮感短外套,千语皮衣,2,0
ME07DW024,毛绒针织半裙,软糯方糖,74,0
ME16DF026,翻领外套,黑武士,14,0
9SS231112,挖肩工字背心,挖肩工字背心,0,0
9SS2419027,天然石项链,天然石项链,0,0
9AW2301074,菠萝纹西装,爱丁堡,41,0
9SS2308116,西装连衣裙,西装连衣裙,3,0
ME13DW028,泰迪短款羽绒服,泰迪羽绒,377,0
9SS220587,三宅风压褶空气裤,三宅风压褶空气裤,0,0
9SS2209300,针织U领罗纹相色中袖套衫,针织U领罗纹相色中袖套衫,0,0
9AW210987,V领针织小香背心,V领针织小香背心,12,0
9AW220118,双面呢双排扣西装,双面呢双排扣西装,12,0
9SS230116,大衣式长西装,大衣式长西装,3,0
9SS230731,工字褶拼接半裙,工字褶拼接半裙,2,0
MD05DV055,松紧小脚裤,松紧小脚裤,9,0
ME07DW023,流苏针织长半裙,游牧针织,126,0
ME07DW023,流苏针织长半裙,游牧针织,126,0
9SS231752,印花小衫上衣,印花小衫上衣,0,0
ME19BW002,银皮芭蕾舞鞋,银皮芭蕾舞鞋,32,0
9AW2320086,四贴袋圆领小香外套,钢琴曲,3,0
ME08FV018,网纱钉珠连衣裙,月影纱,13,0
ME15FV014,圆领短外套,白兰地,4,250
ME20DF039,彩宝沙龙开衫,水晶岛,165,0
9AW2305062,金属袢9分裤,金属袢9分裤,0,0
ME19DW027,镜链,镜链,1,0
9AW2307019,双面呢半身裙,岛屿森林,28,0
9AW2313012,连帽拼皮长款羽绒,连帽拼皮长款羽绒,16,0
9AW2314103,三粒扣立领外套,三粒扣立领外套,6,0
9SS2301089,一粒扣双袋盖西装,一粒扣双袋盖西装,2,0
9SS230841,印花衬衫款连衣裙,印花衬衫款连衣裙,7,0
MD09DF134,花式珠片镂空挑洞开衫,燕麦衫,77,0
MD25DC004,烟管西裤,理性派,100,0
ME05DC073,橡筋腰长裤,黑巧套,6,0
ME07DW074,百褶伞裙,安妮半裙,95,0
ME15FC008,丝巾领短外套,灰珍珠,13,550
ME17DC079,创意logo衬衫,通勤衬衫,1,200
9AW2309023,撞边拉链开衫,撞边拉链开衫,0,0
9SS210202,M 经典款马甲裙,M 经典款马甲裙,0,0
ME05BW076,西服微喇裤,西服微喇裤,183,0
ME06FC012,抽绳短裤,抽绳短裤,0,260
9AW2314020,简型短板大衣,101继承者,4,0
9SS2209302,针织U领罗纹相色背心,针织U领罗纹相色背心,2,0
9SS221824,无袖提花后开叉上衣,无袖提花后开叉上衣,2,0
9SS2315050,连袖收腰外套,上野公园,149,0
ME14DW028,双面呢中长款简约大衣,墨尔本大衣/肯豆大衣,135,0
ME21DF020,荡领皮草,小湖羊,1,0
ME58BF001,连帽拉链短款大衣,蘑菇大衣,12,0
9AW210993,圈圈纱小香外套,圈圈纱小香外套,0,0
9AW2205163,九分气球裤,九分气球裤,0,0
9AW2320064,【盖茨比】小香,【盖茨比】小香,0,0
9SS231736,活动领撞色三醋小衫,活动领撞色三醋小衫,0,0
MD56DF002,半高领针织打底衫,六色打底,120,0
ME01FV019,箱型短西装,切斯特,12,0
ME07DW035,针织长半裙,雪兔,85,0
ME15BW062,新中式毛领外套,金杜鹃,16,0
ME17BW024,V领翻折领衬衫,V领翻折领衬衫,58,0
9AW210175,双排扣条纹西装,双排扣条纹西装,0,0
9AW222020,长袖四口袋宽织带小香,长袖四口袋宽织带小香,0,0
9AW220510,前开叉小脚裤,前开叉小脚裤,1,0
MD09DF130,毛绒极简连帽针织套衫,软糯方糖,33,0
ME04DC005,亚麻马甲,流浪诗人,194,144
ME05FC031,松紧腰老钱风铜氨裤,奶冻裤,0,500
ME05FV033,条纹折脚边中长短西裤,切斯特,10,0
ME12DF005,洗水卫衣,自由套,44,0
ME15DC075,森呼吸猎装夹克,森呼吸,28,0
ME16DF011,排褶泡泡真皮短夹克,气球夹克,1,0
9AW2209286,针织连帽拉链外套,针织连帽拉链外套,0,0
9SS2309105,丝棉针织背心,丝棉针织背心,0,0
9AW210891,衬衣领长袖连衣裙,衬衣领长袖连衣裙,7,0
9AW2309202,宽松深V领针织背心,宽松深V领针织背心,4,0
9AW2413002,真皮领短羽绒服,脏脏包,8,0
9SS210935,拼色POLO短袖套衫,拼色POLO短袖套衫,7,0
9SS210946,钩花廓形套衫,钩花廓形套衫,0,0
9SS2301095,六粒扣双排短西装,爱丁堡,1,0
9SS2317057,波点上衣,波点上衣,3,0
9SS2377015,牛仔半裙,牛仔半裙,15,0
MD15DF052,花卉绣花新中式外套,浮光杉,10,0
ME05DF058,褶裥九分裤,花朵裙,24,0
ME09DW010,流苏圆领落肩针织套头衫,游牧针织,137,0
9AW2317012,花边领拼接衬衫,花边领拼接衬衫,1,0
9AW2320065,微落肩双袋小香外套,黑美人,12,0
9AW2420035,香风格纹中长款大衣,华夫格,1,0
9SS2309044,针织挂脖链条长裙,针织挂脖链条长裙,7,0
9SS2320014,圆领一字袋小香外套,自洽姿态,4,0
9SS2377053,marius 可调节拉链牛仔裙,marius 可调节拉链牛仔裙,2,0
9SS2411062,波点吊带裙,波点吊带裙,32,0
ME01DC039,双排扣7分袖西服,双排扣7分袖西服,179,0
ME01DF046,无领系带西装,马提尼,41,0
ME04DF037,新中式钉珠马甲,夏花马甲,11,0
ME05DC026,花苞裤,流浪诗人,183,98
ME05DF057-1,窄腰长直筒裤(长),大都会,70,0
ME17FV014,春款休闲薄款套装（衬衫）,春日白桃,13,1291
9SS2320005,"""纽约--爵士时代""花纱外套","""纽约--爵士时代""花纱外套",0,0
MD42DF007,圆头长靴,圆头长靴,75,0
ME19DW029,泰迪渔夫帽,泰迪渔夫帽,5,0
9AW2315016,圆领格纹上衣,女绅士,5,0
9SS210929,针梭拼接套衫,针梭拼接套衫,1,0
9SS2209131,针织方领挑孔背心,针织方领挑孔背心,2,0
MD04DF049,紫气迎门对襟马甲,锦绣,5,0
ME07DC066,花苞腰半裙,花苞腰半裙,71,0
9AW2209301,针织圆领卫衣套衫,针织圆领卫衣套衫,0,0
9SS231510,翻领口袋牛仔外套,翻领口袋牛仔外套,0,0
MD09DF030,镂空珠片羊绒针织开衫,星光衫,63,0
ME05DW061,九分灯笼裤,街拍裤,36,0
ME06DV008,直筒微A裤,直筒微A裤,132,0
ME07DW013,A型短裙,披肩大衣,33,0
ME10DF014,烫金V领T恤,烫金套,100,0
ME20DV018,红色V领小香外套,草莓圣代,2,0
ME32DW011,菱格纹毛衫马甲,柏林纪事,11,0
9AW201323,中长款派克式四插袋羽绒服,中长款派克式四插袋羽绒服,0,0
9AW212106,圆领穿皮绳皮草,圆领穿皮绳皮草,0,0
9AW220138,针织羊毛四粒扣平驳领西装,针织羊毛四粒扣平驳领西装,21,0
9AW2314086,翻领拉链长大衣,翻领拉链长大衣,1,0
9SS220585,印花9分宽松裤,印花9分宽松裤,1,0
9SS222017,时髦撞色拼缎短外套,时髦撞色拼缎短外套,2,0
ME14DW040,翻领中长大衣,机场大衣,70,0
ME21DF054,天鹅领皮草,天鹅颈,0,0
ME77DC023,扭缝牛仔裤(水洗产品),扭扭裤,3,0
9AW222108,基础款皮裤,基础款皮裤,0,0
9SS220829,激光切割花瓣边连衣裙,激光切割花瓣边连衣裙,0,0
9SS2420037,炫彩白四袋盖小箱外套,炫彩白四袋盖小箱外套,0,0
ME14DF053,小领中长款大衣,"小领大衣
INCA长毛版",0,0
9AW210417,戗驳领腰带马甲,戗驳领腰带马甲,25,0
9AW2314018,收腰线袋盖大衣外套,爱MA仕大衣,4,0
9SS2377010,牛仔短裤,牛仔短裤,1,0
ME01FV016,落肩宽松西装,法棍套,16,636
ME14DW056,腰带短大衣外套,起司套,17,0
ME16DV017,编织风衣,编织风衣,13,0
9AW2308001,腰部折间连衣裙,腰部折间连衣裙,0,0
9SS2308060,蕾丝连衣裙,蕾丝连衣裙,0,0
9SS2404009,中式珠绣马甲,中式珠绣马甲,1,0
9AW2320065,微落肩双袋小香外套,黑美人,12,0
9AW2416004,颗粒毛做旧皮棉服,海狸,0,0
9SS2209100,针织圆领无袖连衣裙,针织圆领无袖连衣裙,3,0
9SS2309141,勺领松弛小衫,勺领松弛小衫,2,0
MD01DC015,收腰西装,理性派,171,0
MD20BW024,闪片小香外套,聚光灯,60,0
ME09DW022,polo领趣味提花针织套衫,碱水面包,0,0
ME09DW112,羊毛假两件圆领针织衫,秀场衫,223,0
ME14DW056,腰带短大衣外套,起司套,17,0
ME16DF011,排褶泡泡真皮短夹克,气球夹克,1,0
ME20DF005,圆领短款小香夹克,那不勒斯,31,0
ME20DV037,绿青石八分袖小香外套,小森林,2,0
9SS221101,铜钱印花背心,铜钱印花背心,0,0
9SS2316009,H廓形皮衣,H廓形皮衣,0,0
ME19DF026,小湖羊渔夫帽,小湖羊渔夫帽,68,0
ME42DW001,博肯鞋加绒版,博肯鞋加绒版,0,0
9AW2308004,有袖折间连衣裙,朱丽叶的梦,9,0
9SS2317083,V领泡泡皱真丝衬衫,V领泡泡皱真丝衬衫,0,0
ME04DC056,贴袋小马夹,贴袋小马夹,163,0
ME05DW031,松弛感抽绳宽松休闲裤,软软裤,18,0
ME07DC130,松紧拼接半裙,MIU西娅,70,0
ME07DF064,松紧腰皮伞裙,摩登裙,53,0
ME12DF003,烫钻丝绒连帽卫衣外套,星轨套·,16,0
ME14DF080,鱼子酱大衣,鱼子酱,37,0
9AW2320021,楼梯小香,楼梯小香,0,0
20SS0301,Th无扣小西装,Th无扣小西装,31,0
9AW211866,一手长抽绳收腰款风衣,一手长抽绳收腰款风衣,6,0
9AW2205123,后口袋银扣长裤,后口袋银扣长裤,5,0
9AW221471,C家金扣大翻领大衣,C家金扣大翻领大衣,7,0
9AW2309079,四袋毛绒边花色小香,四袋毛绒边花色小香,6,0
9SS212068,春季花园V领香风外套,梦幻花园,3,0
9SS220850,分割荷叶边连衣裙,分割荷叶边连衣裙,17,0
ME05DW045,直筒九分裤,起司套,37,0
ME13DW052,排骨羽绒服,排骨羽绒服,177,0
ME15FW003,四口袋工装夹克,领航员,272,0
ME25DF019,法兰绒萝卜裤,法兰绒萝卜裤,149,0
ME58DF005,蝙蝠袖双面尼外套,松茸大衣,6,0
ME77DF022,毛边牛仔裤(水洗产品),漫步者,1,0
9AW210902,羊绒中袖套衫,羊绒中袖套衫,0,0
9AW211901,经典酒红牛皮腰带,经典酒红牛皮腰带,0,0
9AW2320027,正肩四袋箱型小香（正常织带）,正肩四袋箱型小香（正常织带）,0,0
9AW2321007,西装领短象羔外套,西装领短象羔外套,0,0
ME09FC028,大圆领针织套衫,大圆领针织套衫,471,7
9AW2309037,牦牛绒针织冷帽,牦牛绒针织冷帽,1,0
ME05BW079,松紧腰针织长裤,Easy套,59,0
ME05DF019,直筒长裤,皇后街,20,200
ME08DV041,手工钉钻真丝连衣裙,小甜筒,30,0
ME58DF009,拼皮双面尼大衣,棱镜大衣,83,0
9AW2314023,链条四袋大衣,链条四袋大衣,0,0
9AW2320048,立领小香夹克,立领小香夹克,0,0
ME42FV001,英伦风乐福鞋,英伦风乐福鞋,162,0
9AW2309062,细珠片羊毛双层领针织衫,细珠片羊毛双层领针织衫,3,0
9SS230814,针梭相拼压褶连衣裙,倾城时光,2,0
9SS2418014,短款棉六粒扣风衣,肯豆风衣,126,0
ME05DC138,铜氨松紧腰 时髦长裤,冰山套,147,0
ME07DV080,醋酸半裙,珍珠系列,175,0
ME15DF056,圆领长袖盘扣大衣,远山黛,35,0
ME21DF029,水貂V领马甲,灰屿马甲,11,0
ME25DF011,通勤小脚裤,精英裤,78,0
9SS230514,通勤西裤,通勤西裤,0,0
9AW220917,针织天鹅绒小香半裙,针织天鹅绒小香半裙,18,0
9AW2305051,倒褶阔腿裤,倒褶阔腿裤,18,0
ME05DF031,洗水卫裤,自由套,42,0
ME11DF009,烫金背心,烫金套,11,0
ME15DV002,编织皮领夹克,胖豆豆风衣,19,0
9AW2415017,茧型抽绳外套,茧型抽绳外套,0,0
9SS221064,宽松字母短袖T恤,宽松字母短袖T恤,1,0
ME19DF003,双环皮带,双环皮带,1,0
ME19DW018,小香贝雷帽,金丝松露,27,0
9AW2421005,重点色翻领皮草,水貂,0,0
MD09DF075,丝羊绒珠片针织开衫,天马,19,0
ME05DC135,晚风裤,黑巧系列,213,0
ME05DW008,灯芯绒长裤,黑胶骑士,33,0
ME10DW011,合身打底T恤,珠珠T,24,0
ME17DF029,丝绒拼接衬衫,旧巴黎,11,0
ME20DC011,香风A摆短裤,多瑙河,137,0
9AW2205123-1,后口袋银扣长裤加长版,后口袋银扣长裤加长版,0,0
9SS2309011,针织彩色相条Polo裙,针织彩色相条Polo裙,0,0
9SS2407014,蕾丝开衩半身裙,蕾丝开衩半身裙,0,0
9AW2205113,牛仔式9分裤,牛仔式9分裤,7,0
9AW2377002,金扣贴袋装饰直筒牛仔裤,金扣贴袋装饰直筒牛仔裤,4,0
9AW2377007,Marius 酵素洗天丝棉衬衫,Marius 酵素洗天丝棉衬衫,5,0
9SS2309009,针织链条挂脖背心,针织链条挂脖背心,1,0
ME07DC078,丝麻半裙,仙踪套,212,0
ME08FC003,圆领无袖修身连衣裙,升职裙,68,201
ME09FC024,撞边镂空针织开衫,豆沙衫,16,423
ME14DF051,短款101大衣,101传承,75,0
9AW221096,堆堆领发热打底,堆堆领发热打底,0,0
9AW2409092,黑白小香流苏半裙,黑白小香流苏半裙,32,0
MD19DW020,粗花呢报童帽,修容帽,181,0
9AW2401028,玛黑区西装2.0,玛黑区西装2.0,160,0
9SS230838,V家衬衫式连衣裙,V家衬衫式连衣裙,22,0
9SS2314005,水貂毛脱卸领双面呢大衣,大迁徙,3,0
MD09BW158,圆领宽松中长款针织短袖T恤,拿铁套,204,0
ME01DF021,双排扣西装,皇后街,36,200
ME07DF032,奥黛丽花苞半裙,奥黛丽,13,0
9AW221537,撞色大翻领外套,撞色大翻领外套,0,0
9AW2205115-1,后腰连腰小脚裤加长版,后腰连腰小脚裤加长版,1,0
9AW2309109,OTW羊毛高领打底衫,OTW羊毛高领打底衫,17,0
9SS2309053,透透小开衫,透透小开衫,2,0
9SS2309205,毛绒锥型裤,一日闲适,8,0
ME09DW019,圆领羊绒夹花针织套衫,雪花酥,130,0
ME14DW037,格纹针织大衣,像素格,116,0
ME77DV018,牛仔直筒裤(水洗产品),冈山牛仔,210,0
9AW2419009,黑白格小香包包,黑白格小香包包,1,0
9SS2409045,方领微闪肩带背心,方领微闪肩带背心,0,0
9SS2419028,木质项链,木质项链,1,0
9SS230920,针织圆领罗纹短袖,针织圆领罗纹短袖,36,0
ME01DW040,无领廓形西装,切斯特,5,70
ME05DC139,九分直筒裤,九分直筒裤,249,0
ME10DF002,亨利领套头针织,海滨衫,152,0
ME20DF027,V领四贴袋小香外套,粉墨佳人,42,0
9AW2309051,海军领撞色条纹衫,海军领撞色条纹衫,0,0
9AW2315037,箱型四袋中长款小香,箱型四袋中长款小香,0,0
9AW2313014,黑色长款羽绒服,黑色长款羽绒服,23,0
9AW2412003,彩色拼接POLO领上衣,温网POLO,3,0
9SS2313009,葫芦纹羽绒服,黑天鹅,2,0
MD08FV027,纸片人无袖连衣裙,纸片人无袖连衣裙,13,0
9AW220777,羊毛商务一步裙,羊毛商务一步裙,0,0
9AW2309203,仿粗花呢撞色针织小香,仿粗花呢撞色针织小香,0,0
9SS2415011,三粒盘扣中式外套,三粒盘扣中式外套,0,0
ME10DC094,重磅真丝短袖上衣,重磅真丝短袖上衣,0,300
9AW2307029,百褶半裙,百褶半裙,2,0
9AW2321009,拿铁十字貂,拿铁十字貂,2,0
9SS220873,撞色短袖连衣裙,撞色短袖连衣裙,1,0
9SS2315057,闪耀小v领粗花呢外套,白月光,1,0
MD09DF137,羊绒夹花V领针织套衫,雪花酥,60,0
ME05DC040,抽绳直筒裤,法棍裤,118,0
ME09DW039,牦牛绒钉珠开衫,小收藏家,6,0
ME12DF017,开衫卫衣,开衫卫衣,29,0
ME13DF038,双面穿羽绒服,轻气球,93,0
ME17DW027,条纹衬衫,海岸线,21,0
ME21DF052,小湖羊天鹅领外套,小湖羊天鹅领外套,0,0
9SS2309115,针织挂脖背心,针织挂脖背心,0,0
9SS231906,可调节真皮腰带,可调节真皮腰带,0,0
9AW201328,经典立领鹅绒金扣羽绒马甲,凹造型神器,1,0
9AW2314044,斑马格纹大衣,斑马格纹大衣,3,0
9AW2377011,基础小脚牛仔裤,基础小脚牛仔裤,1,0
9SS2320027,深圆领双贴袋小香外套,深圆领双贴袋小香外套,2,0
9SS2407100,蕾丝拼接长裙,蕾丝拼接长裙,1,0
9SS2409142,小香微透圆领开衫,小香微透圆领开衫,1,0
ME07DV049,百搭西装,春夏曼哈顿,220,0
ME08DV041,手工钉钻真丝连衣裙,小甜筒,30,0
ME20DC019,U领小香马甲,活力密码,1,0
ME77DW007,直筒牛仔裤(水洗产品),空间裤,67,0
ME43DW006,三角巾,三角巾,112,0
9AW210606,条纹休闲小脚裤,条纹休闲小脚裤,13,0
9AW2304014,领底撞色羊羔绒马甲,领底撞色羊羔绒马甲,6,0
9SS221084,袖口翻边撞色T恤,袖口翻边撞色T恤,1,0
9SS2414003,自由领毛毛大衣,自由领毛毛大衣,2,0
